Time, Latitude, N/S, Longitude, E/W, Speed, Heading, Fix, High Temperature, High Ambient, Low Temperature, Low Ambient
Time, Latitude, N/S, Longitude, E/W, Speed, Heading, Fix, High Temperature, High Ambient, Low Temperature, Low Ambient
Time, Latitude, N/S, Longitude, E/W, Speed, Heading, Fix, High Temperature, High Ambient, Low Temperature, Low Ambient
Time, Latitude, N/S, Longitude, E/W, Speed, Heading, Fix, High Temperature, High Ambient, Low Temperature, Low Ambient
41:49.0,43.792412, N,70.16507, W,9.23,327.05,1,26.5,25,30.75,25.75
41:54.0,43.7925, N,70.165154, W,8.33,325.29,1,26.56,25,31,26
42:00.0,43.792595, N,70.165245, W,7.8,327.42,1,26.69,25,31.06,25.75
42:05.0,43.792675, N,70.165321, W,7.68,327.52,1,26.69,25,31.38,25.75
42:10.0,43.792759, N,70.165398, W,7.82,325.85,1,26.81,25.25,31.5,26
42:15.0,43.792839, N,70.165474, W,7.84,325.77,1,26.88,25.25,31.63,26
42:20.0,43.792919, N,70.16555, W,7.77,326.17,1,26.88,25,31.63,25.75
42:25.0,43.792999, N,70.165634, W,7.79,323.12,1,26.94,25,31.63,25.75
42:30.0,43.793076, N,70.165718, W,7.88,321.56,1,26.94,25.25,31.75,25.75
42:36.0,43.793171, N,70.165817, W,7.64,323.98,1,26.94,25.25,31.75,25.75
42:41.0,43.793247, N,70.165901, W,7.66,320.39,1,27,25,31.81,25.75
42:46.0,43.793324, N,70.165977, W,7.54,322.45,1,27.06,25.25,32,26
42:51.0,43.793396, N,70.166069, W,7.66,317.81,1,27.13,25.25,32.13,26
42:56.0,43.793468, N,70.166145, W,7.09,322.02,1,27.13,25.25,32.25,26
43:01.0,43.793533, N,70.166222, W,6.86,322.71,1,27.19,25.25,32.38,25.75
43:06.0,43.793602, N,70.16629, W,6.72,320.25,1,27.25,25.25,32.44,26
43:12.0,43.793674, N,70.166382, W,6.63,319.51,1,27.31,25.25,32.44,25.75
43:17.0,43.793736, N,70.166458, W,6.41,316.64,1,27.31,25.25,32.44,26
43:22.0,43.793797, N,70.166534, W,6.33,314.78,1,27.31,25.25,32.5,26
43:27.0,43.79385, N,70.166611, W,6.16,315.59,1,27.44,25.25,32.63,26
43:32.0,43.793903, N,70.166687, W,6.18,312.87,1,27.63,25.25,32.88,26
43:37.0,43.793949, N,70.166763, W,6.08,305.17,1,27.63,25.25,33.06,26
43:42.0,43.793999, N,70.166847, W,6.07,308.22,1,27.69,25.5,33.31,26
43:48.0,43.794048, N,70.166954, W,5.97,300.18,1,27.75,25.5,33.56,26
43:53.0,43.794086, N,70.167038, W,6.18,303.72,1,27.81,25.25,33.69,26
43:58.0,43.794121, N,70.167122, W,5.87,298.72,1,27.81,25.25,33.75,26
44:03.0,43.794159, N,70.167206, W,5.83,301.56,1,27.81,25.25,33.94,26
44:08.0,43.794193, N,70.167297, W,5.84,298.7,1,27.81,25.5,34.06,26.25
44:13.0,43.794228, N,70.167381, W,5.92,298.05,1,27.88,25.25,34.13,26
44:18.0,43.794262, N,70.167473, W,5.94,298.19,1,27.94,25.5,34.13,26
44:24.0,43.794304, N,70.16758, W,5.93,297.53,1,27.94,25.25,34.19,26
44:29.0,43.794338, N,70.167671, W,6,297.27,1,28,25.5,34.25,26
44:34.0,43.794373, N,70.167755, W,5.96,295.73,1,28,25.25,34.31,26.25
44:39.0,43.794407, N,70.167847, W,6.11,296.96,1,28,25.5,34.5,26.25
44:44.0,43.794437, N,70.167938, W,6.01,293.42,1,28.06,25.5,34.56,26
44:49.0,43.794468, N,70.168037, W,6.09,293.55,1,28.06,25.5,34.69,26.25
44:54.0,43.794498, N,70.168129, W,6.08,294.46,1,28.13,25.5,34.75,26.25
45:00.0,43.79454, N,70.168243, W,6.03,296.7,1,28.19,25.5,34.75,26.25
45:05.0,43.794571, N,70.168343, W,6.16,294.47,1,28.25,25.5,34.75,26
45:10.0,43.794605, N,70.168434, W,6.09,295.41,1,28.38,25.5,34.75,26.25
45:15.0,43.794636, N,70.168533, W,6.25,295.4,1,28.38,25.5,34.75,26.5
Time, Latitude, N/S, Longitude, E/W, Speed, Heading, Fix, High Temperature, High Ambient, Low Temperature, Low Ambient
45:27.0,43.79472, N,70.168777, W,6.45,296.74,1,28.56,25.5,34.69,26.25
45:32.0,43.794754, N,70.168877, W,6.32,291.88,1,28.56,25.5,34.63,26.25
45:38.0,43.794792, N,70.168991, W,6.17,295.47,1,28.56,25.75,34.63,26.25
45:43.0,43.794827, N,70.16909, W,6.11,291.53,1,28.63,25.5,34.63,26.25
45:48.0,43.794853, N,70.169189, W,6.01,291.67,1,28.63,25.5,34.69,26.25
45:53.0,43.79488, N,70.169289, W,6.05,285.7,1,28.63,25.5,34.69,26.25
45:58.0,43.794903, N,70.169388, W,6.11,286.61,1,28.63,25.75,34.75,26.25
46:03.0,43.794926, N,70.169495, W,6.13,288.61,1,28.63,25.75,34.75,26.25
46:08.0,43.794949, N,70.169594, W,5.97,287.44,1,28.63,25.5,34.75,26.25
46:14.0,43.794975, N,70.169708, W,5.84,286.83,1,28.69,25.75,34.75,26.5
46:19.0,43.795002, N,70.1698, W,5.8,294.92,1,28.69,25.5,34.69,26.5
46:24.0,43.795036, N,70.169891, W,5.94,297.52,1,28.69,25.75,34.63,26.5
Time, Latitude, N/S, Longitude, E/W, Speed, Heading, Fix, High Temperature, High Ambient, Low Temperature, Low Ambient
6640,0, ,0, ,0,0,0,29.81,27.25,31.31,27.75
58:29.0,0, ,0, ,0,0,0,29.75,27.25,31.13,27.75
58:35.0,0, ,0, ,0,0,0,29.69,27.5,31.13,28
58:40.0,0, ,0, ,0,0,0,29.69,27.25,31,28
58:45.0,0, ,0, ,0,0,0,29.69,27.5,31,28
58:50.0,0, ,0, ,0,0,0,29.69,27.5,31.06,28
58:55.0,0, ,0, ,0,0,0,29.69,27.5,31.06,28
59:00.0,0, ,0, ,0,0,0,29.81,27.5,31.06,28
59:06.0,0, ,0, ,0,0,0,29.81,27.5,31.06,28
59:11.0,0, ,0, ,0,0,0,30,27.5,31.06,28.25
59:16.0,43.7966, N,70.176796, W,5,201.06,1,30.13,27.5,31.13,28.25
59:21.0,43.796543, N,70.176811, W,6.1,195.09,1,30.19,27.5,31.13,28.25
59:26.0,43.796482, N,70.176804, W,4.6,172.65,1,30.19,27.5,31.13,28.25
Time, Latitude, N/S, Longitude, E/W, Speed, Heading, Fix, High Temperature, High Ambient, Low Temperature, Low Ambient
59:35.0,43.796364, N,70.176834, W,0.54,0,1,30.06,27.5,31.31,28
59:40.0,43.796356, N,70.176826, W,1.82,0,1,30.19,27.5,31.31,28
59:45.0,43.796379, N,70.176788, W,0,0,1,30.38,27.75,31.5,28.25
59:51.0,43.796368, N,70.176788, W,2.1,0,1,30.44,27.5,31.69,28
59:56.0,43.796333, N,70.176804, W,4.99,190,1,30.63,27.75,31.94,28.25
00:01.0,43.796291, N,70.176826, W,1.95,187.24,1,30.75,27.5,32,28.25
00:06.0,43.796303, N,70.176834, W,0,187.24,1,30.94,27.75,32.25,28.25
00:11.0,43.796314, N,70.176842, W,0,187.24,1,31.06,27.75,32.56,28.5
00:16.0,43.796322, N,70.176849, W,0,187.24,1,31.31,27.75,32.75,28.25
00:21.0,43.796322, N,70.176849, W,0,187.24,1,31.5,27.75,32.94,28.25
00:27.0,43.796322, N,70.176849, W,0,187.24,1,31.63,27.5,33.13,28.25
00:32.0,43.796326, N,70.176849, W,0,187.24,1,31.75,27.5,33.38,28.25
Time, Latitude, N/S, Longitude, E/W, Speed, Heading, Fix, High Temperature, High Ambient, Low Temperature, Low Ambient
00:44.0,43.796337, N,70.176857, W,0,187.24,1,32.31,28,34.06,28.25
00:49.0,43.796337, N,70.176857, W,0,187.24,1,32.38,27.75,34.13,28.5
00:54.0,43.796341, N,70.176857, W,0,187.24,1,32.5,27.75,34.19,28.5
00:59.0,43.796341, N,70.176857, W,0,187.24,1,32.56,27.75,34.19,28.25
01:05.0,43.796345, N,70.176849, W,0,187.24,1,32.69,27.75,34.19,28.25
01:10.0,43.796345, N,70.176849, W,0,187.24,1,32.75,27.75,34.19,28.5
Time, Latitude, N/S, Longitude, E/W, Speed, Heading, Fix, High Temperature, High Ambient, Low Temperature, Low Ambient
01:22.0,43.796345, N,70.176842, W,0,187.24,1,32.88,27.75,34.06,28.5
Time, Latitude, N/S, Longitude, E/W, Speed, Heading, Fix, High Temperature, High Ambient, Low Temperature, Low Ambient
01:34.0,43.796349, N,70.176842, W,0,187.24,1,32.56,27.75,34.13,28.25
01:39.0,43.796349, N,70.176842, W,0,187.24,1,32.5,28,34.13,28.5
01:44.0,43.796349, N,70.176842, W,0,187.24,1,32.44,28,34.25,28.5
01:50.0,43.796349, N,70.176842, W,0,187.24,1,32.38,28,34.31,28.5
01:55.0,43.796349, N,70.176842, W,0,187.24,1,32.38,28,34.31,28.5
02:00.0,43.796349, N,70.176842, W,0,187.24,1,32.38,28,34.44,28.25
02:05.0,43.796341, N,70.176834, W,0,187.24,1,32.38,28,34.44,28.5
02:10.0,43.796341, N,70.176834, W,0,187.24,1,32.38,28,34.56,28.5
02:15.0,43.796341, N,70.176834, W,0,187.24,1,32.38,28.25,34.56,28.5
02:20.0,43.796341, N,70.176834, W,0,187.24,1,32.38,28,34.56,28.75
02:26.0,43.796341, N,70.176834, W,0,187.24,1,32.38,28,34.56,28.75
02:31.0,43.796341, N,70.176834, W,0,187.24,1,32.38,28,34.69,28.5
02:36.0,43.796341, N,70.176834, W,0,187.24,1,32.38,28,34.69,28.75
02:41.0,43.796341, N,70.176834, W,0,187.24,1,32.38,28,34.75,28.5
Time, Latitude, N/S, Longitude, E/W, Speed, Heading, Fix, High Temperature, High Ambient, Low Temperature, Low Ambient
02:53.0,43.796329, N,70.176872, W,3.71,267.43,1,32.31,28.25,34.69,28.5
02:58.0,43.796352, N,70.176888, W,3.37,355.01,1,32.25,28.25,34.69,28.5
03:04.0,43.796345, N,70.17688, W,0,154.61,1,32.19,28.25,34.63,28.75
03:09.0,43.796345, N,70.17688, W,0,154.61,1,32.25,28.25,34.63,28.5
Time, Latitude, N/S, Longitude, E/W, Speed, Heading, Fix, High Temperature, High Ambient, Low Temperature, Low Ambient
03:21.0,43.796341, N,70.17688, W,0,154.61,1,32.38,28.25,34.44,28.5
Time, Latitude, N/S, Longitude, E/W, Speed, Heading, Fix, High Temperature, High Ambient, Low Temperature, Low Ambient
03:33.0,43.796345, N,70.17688, W,0,154.61,1,32.25,28.25,34.25,28.75
03:38.0,43.796345, N,70.17688, W,0,154.61,1,32.38,28.25,34.25,28.75
03:43.0,43.796345, N,70.17688, W,0,154.61,1,32.56,28.5,34.25,28.5
03:49.0,43.796345, N,70.17688, W,0,154.61,1,32.56,28.25,34.25,28.75
03:54.0,43.796349, N,70.17688, W,0,154.61,1,32.63,28.5,34.13,28.75
Time, Latitude, N/S, Longitude, E/W, Speed, Heading, Fix, High Temperature, High Ambient, Low Temperature, Low Ambient
04:06.0,43.796349, N,70.17688, W,0,154.61,1,32.69,28.5,33.88,28.75
04:11.0,43.796349, N,70.17688, W,0,154.61,1,32.69,28.5,33.88,28.75
04:16.0,43.796349, N,70.176872, W,0,154.61,1,32.69,28.5,33.81,28.75
04:21.0,43.796352, N,70.176872, W,0,154.61,1,32.69,28.5,33.75,28.75
04:27.0,43.796352, N,70.176872, W,0,154.61,1,32.69,28.5,33.69,28.75
04:32.0,43.796352, N,70.176872, W,0,154.61,1,32.69,28.25,33.69,28.75
Time, Latitude, N/S, Longitude, E/W, Speed, Heading, Fix, High Temperature, High Ambient, Low Temperature, Low Ambient
Time, Latitude, N/S, Longitude, E/W, Speed, Heading, Fix, High Temperature, High Ambient, Low Temperature, Low Ambient
6696,0, ,0, ,0,0,0,32.63,28.5,32.63,28.75
05:17.0,0, ,0, ,0,0,0,32.63,28.5,32.44,29
05:22.0,0, ,0, ,0,0,0,32.31,28.75,32.19,29
05:28.0,0, ,0, ,0,0,0,32.06,28.75,32,28.75
05:33.0,43.796356, N,70.176811, W,1.17,0,1,31.88,28.75,31.88,28.75
05:38.0,43.796371, N,70.176842, W,1.67,0,1,31.69,28.5,31.75,28.75
05:43.0,43.796368, N,70.176849, W,0,0,1,31.63,28.5,31.69,29
05:48.0,43.79636, N,70.176849, W,0,0,1,31.5,28.75,31.69,29
05:53.0,43.796364, N,70.176849, W,0,0,1,31.44,28.75,31.69,29.25
05:58.0,43.796364, N,70.176842, W,0,0,1,31.38,28.75,31.88,29
06:04.0,43.796364, N,70.176842, W,0,0,1,31.25,28.75,31.69,29
06:09.0,43.796368, N,70.176834, W,0,0,1,31.25,28.75,31.69,29
Time, Latitude, N/S, Longitude, E/W, Speed, Heading, Fix, High Temperature, High Ambient, Low Temperature, Low Ambient
06:21.0,43.796364, N,70.176826, W,0,0,1,31.25,28.75,31.56,29
06:26.0,43.796364, N,70.176819, W,0,0,1,31.25,28.75,31.56,29
Time, Latitude, N/S, Longitude, E/W, Speed, Heading, Fix, High Temperature, High Ambient, Low Temperature, Low Ambient
06:37.0,43.796299, N,70.176758, W,0.01,0,1,31.56,28.75,31.5,28.75
